episode_id,case,policy,seed,verify_used,corrected,success,irreversible_failure,verification_cost,net_reward,realized_reward,public_risk_label,public_risk_score,branch_harm_exact,reward_wrong_continuation,reward_corrected_continuation,reversibility,coupling_strength,mode,final_action,policy_score,p_score,harm_score,p_times_H_score,downstream_dependency_count,rollback_difficulty,persistent_state_risk,estimated_harm_score,downstream_failure_penalty,harm_profile,uncertainty_threshold,harm_threshold,random_verify_prob,notes
revision_depheld_p_only_s428,dep_sensitive_held_out,p_only,428,0,0,0,1,0.0,-22.1,-22.1,medium,0.464,31.3,-22.1,9.2,partially_reversible,strong,direct,risky_patch,0.464,0.464,0.704,0.326656,6,0.7,0,0.704,11.3,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.4640, verify=False"
revision_depheld_p_only_s429,dep_sensitive_held_out,p_only,429,0,0,1,0,0.0,5.6,5.6,low,0.208,3.5999999999999996,5.6,9.2,partially_reversible,strong,direct,risky_patch,0.208,0.208,0.358,0.07446399999999999,2,0.4,0,0.358,6.975,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.2080, verify=False"
revision_depheld_p_only_s430,dep_sensitive_held_out,p_only,430,0,0,1,0,0.0,9.2,9.2,low,0.164,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.164,0.164,1.0,0.164,12,0.4,1,1.0,15.0,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.1640, verify=False"
revision_depheld_p_only_s431,dep_sensitive_held_out,p_only,431,0,0,0,1,0.0,-19.475,-19.475,medium,0.509,28.675,-19.475,9.2,partially_reversible,strong,direct,risky_patch,0.509,0.509,0.494,0.251446,2,0.2,1,0.494,8.675,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.5090, verify=False"
revision_depheld_p_only_s432,dep_sensitive_held_out,p_only,432,0,0,0,1,0.0,-23.675,-23.675,low,0.361,32.875,-23.675,9.2,partially_reversible,strong,direct,risky_patch,0.361,0.361,0.83,0.29962999999999995,2,1.0,1,0.83,12.875,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.3610, verify=False"
revision_depheld_p_only_s433,dep_sensitive_held_out,p_only,433,0,0,0,1,0.0,-25.05,-25.05,low,0.157,34.25,-25.05,9.2,partially_reversible,strong,direct,risky_patch,0.157,0.157,0.94,0.14758,4,1.0,1,0.94,14.25,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.1570, verify=False"
revision_depheld_p_only_s434,dep_sensitive_held_out,p_only,434,0,0,0,1,0.0,-22.3,-22.3,low,0.054,31.5,-22.3,9.2,partially_reversible,strong,direct,risky_patch,0.054,0.054,0.72,0.03888,4,1.0,0,0.72,11.5,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.0540, verify=False"
revision_depheld_p_only_s435,dep_sensitive_held_out,p_only,435,0,0,0,1,0.0,-23.475,-23.475,low,0.361,32.675,-23.475,9.2,partially_reversible,strong,direct,risky_patch,0.361,0.361,0.814,0.29385399999999995,4,0.7,1,0.814,12.675,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.3610, verify=False"
revision_depheld_p_only_s436,dep_sensitive_held_out,p_only,436,0,0,1,0,0.0,5.6,5.6,medium,0.578,3.5999999999999996,5.6,9.2,partially_reversible,strong,direct,risky_patch,0.578,0.578,0.688,0.39766399999999996,4,0.4,1,0.688,11.1,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.5780, verify=False"
revision_depheld_p_only_s437,dep_sensitive_held_out,p_only,437,0,0,0,1,0.0,-24.1625,-24.1625,medium,0.588,33.3625,-24.1625,9.2,partially_reversible,strong,direct,risky_patch,0.588,0.588,0.869,0.510972,9,0.7,0,0.869,13.3625,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.5880, verify=False"
revision_depheld_p_only_s438,dep_sensitive_held_out,p_only,438,0,0,1,0,0.0,9.2,9.2,low,0.26,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.26,0.26,0.594,0.15444,4,0.7,0,0.594,9.925,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.2600, verify=False"
revision_depheld_p_only_s439,dep_sensitive_held_out,p_only,439,0,0,1,0,0.0,9.2,9.2,low,0.309,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.309,0.309,0.714,0.220626,6,0.2,1,0.714,11.425,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.3090, verify=False"
revision_depheld_p_only_s440,dep_sensitive_held_out,p_only,440,0,0,0,1,0.0,-25.8,-25.8,medium,0.553,35.0,-25.8,9.2,partially_reversible,strong,direct,risky_patch,0.553,0.553,1.0,0.553,9,0.7,1,1.0,15.0,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.5530, verify=False"
revision_depheld_p_only_s441,dep_sensitive_held_out,p_only,441,0,0,0,1,0.0,-24.1625,-24.1625,low,0.398,33.3625,-24.1625,9.2,partially_reversible,strong,direct,risky_patch,0.398,0.398,0.869,0.345862,9,0.7,0,0.869,13.3625,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.3980, verify=False"
revision_depheld_p_only_s442,dep_sensitive_held_out,p_only,442,0,0,1,0,0.0,9.2,9.2,medium,0.486,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.486,0.486,0.688,0.33436799999999994,4,0.4,1,0.688,11.1,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.4860, verify=False"
revision_depheld_p_only_s443,dep_sensitive_held_out,p_only,443,0,0,1,0,0.0,9.2,9.2,low,0.265,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.265,0.265,0.963,0.255195,9,0.4,1,0.963,14.5375,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.2650, verify=False"
revision_depheld_p_only_s444,dep_sensitive_held_out,p_only,444,0,0,0,1,0.0,-23.675,-23.675,medium,0.514,32.875,-23.675,9.2,partially_reversible,strong,direct,risky_patch,0.514,0.514,0.83,0.42662,2,1.0,1,0.83,12.875,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.5140, verify=False"
revision_depheld_p_only_s445,dep_sensitive_held_out,p_only,445,0,0,1,0,0.0,9.2,9.2,low,0.332,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.332,0.332,0.94,0.31208,4,1.0,1,0.94,14.25,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.3320, verify=False"
revision_depheld_p_only_s446,dep_sensitive_held_out,p_only,446,0,0,1,0,0.0,9.2,9.2,low,0.171,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.171,0.171,0.963,0.164673,9,0.4,1,0.963,14.5375,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.1710, verify=False"
revision_depheld_p_only_s447,dep_sensitive_held_out,p_only,447,0,0,1,0,0.0,5.6,5.6,low,0.263,3.5999999999999996,5.6,9.2,partially_reversible,strong,direct,risky_patch,0.263,0.263,0.94,0.24722,4,1.0,1,0.94,14.25,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.2630, verify=False"
revision_depheld_p_only_s448,dep_sensitive_held_out,p_only,448,0,0,1,0,0.0,9.2,9.2,low,0.266,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.266,0.266,0.83,0.22078,2,1.0,1,0.83,12.875,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.2660, verify=False"
revision_depheld_p_only_s449,dep_sensitive_held_out,p_only,449,0,0,0,1,0.0,-19.15,-19.15,low,0.097,28.349999999999998,-19.15,9.2,partially_reversible,strong,direct,risky_patch,0.097,0.097,0.468,0.045396000000000006,4,0.4,0,0.468,8.35,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.0970, verify=False"
revision_depheld_p_only_s450,dep_sensitive_held_out,p_only,450,0,0,0,1,0.0,-19.35,-19.35,medium,0.436,28.55,-19.35,9.2,partially_reversible,strong,direct,risky_patch,0.436,0.436,0.484,0.211024,2,0.7,0,0.484,8.55,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.4360, verify=False"
revision_depheld_p_only_s451,dep_sensitive_held_out,p_only,451,0,0,1,0,0.0,5.6,5.6,medium,0.51,3.5999999999999996,5.6,9.2,partially_reversible,strong,direct,risky_patch,0.51,0.51,0.814,0.41513999999999995,4,0.7,1,0.814,12.675,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.5100, verify=False"
revision_depheld_p_only_s452,dep_sensitive_held_out,p_only,452,0,0,0,1,0.0,-19.475,-19.475,low,0.394,28.675,-19.475,9.2,partially_reversible,strong,direct,risky_patch,0.394,0.394,0.494,0.194636,6,0.2,0,0.494,8.675,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.3940, verify=False"
revision_depheld_p_only_s453,dep_sensitive_held_out,p_only,453,0,0,1,0,0.0,9.2,9.2,medium,0.551,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.551,0.551,0.358,0.19725800000000002,2,0.4,0,0.358,6.975,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.5510, verify=False"
revision_depheld_p_only_s454,dep_sensitive_held_out,p_only,454,0,0,1,0,0.0,9.2,9.2,medium,0.4,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.4,0.4,0.995,0.398,9,1.0,0,0.995,14.9375,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.4000, verify=False"
revision_depheld_p_only_s455,dep_sensitive_held_out,p_only,455,0,0,1,0,0.0,9.2,9.2,low,0.053,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.053,0.053,0.83,0.043989999999999994,2,1.0,1,0.83,12.875,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.0530, verify=False"
revision_depheld_p_only_s456,dep_sensitive_held_out,p_only,456,0,0,1,0,0.0,9.2,9.2,low,0.382,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.382,0.382,0.714,0.272748,6,0.2,1,0.714,11.425,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.3820, verify=False"
revision_depheld_p_only_s457,dep_sensitive_held_out,p_only,457,0,0,0,1,0.0,-20.85,-20.85,low,0.347,30.05,-20.85,9.2,partially_reversible,strong,direct,risky_patch,0.347,0.347,0.604,0.20958799999999997,4,0.2,1,0.604,10.05,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.3470, verify=False"
revision_depheld_p_only_s458,dep_sensitive_held_out,p_only,458,0,0,1,0,0.0,9.2,9.2,low,0.203,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.203,0.203,1.0,0.203,12,0.2,1,1.0,15.0,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.2030, verify=False"
revision_depheld_p_only_s459,dep_sensitive_held_out,p_only,459,0,0,1,0,0.0,9.2,9.2,low,0.047,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.047,0.047,1.0,0.047,12,0.7,0,1.0,15.0,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.0470, verify=False"
revision_depheld_p_only_s460,dep_sensitive_held_out,p_only,460,0,0,1,0,0.0,9.2,9.2,low,0.117,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.117,0.117,0.578,0.067626,6,0.4,0,0.578,9.725,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.1170, verify=False"
revision_depheld_p_only_s461,dep_sensitive_held_out,p_only,461,0,0,0,1,0.0,-25.8,-25.8,medium,0.469,35.0,-25.8,9.2,partially_reversible,strong,direct,risky_patch,0.469,0.469,1.0,0.469,12,0.7,0,1.0,15.0,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.4690, verify=False"
revision_depheld_p_only_s462,dep_sensitive_held_out,p_only,462,0,0,1,0,0.0,9.2,9.2,medium,0.468,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.468,0.468,0.704,0.329472,6,0.7,0,0.704,11.3,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.4680, verify=False"
revision_depheld_p_only_s463,dep_sensitive_held_out,p_only,463,0,0,1,0,0.0,9.2,9.2,low,0.188,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.188,0.188,0.995,0.18706,9,1.0,0,0.995,14.9375,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.1880, verify=False"
revision_depheld_p_only_s464,dep_sensitive_held_out,p_only,464,0,0,0,1,0.0,-25.8,-25.8,low,0.205,35.0,-25.8,9.2,partially_reversible,strong,direct,risky_patch,0.205,0.205,1.0,0.205,9,1.0,1,1.0,15.0,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.2050, verify=False"
revision_depheld_p_only_s465,dep_sensitive_held_out,p_only,465,0,0,1,0,0.0,9.2,9.2,low,0.101,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.101,0.101,1.0,0.101,6,1.0,1,1.0,15.0,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.1010, verify=False"
revision_depheld_p_only_s466,dep_sensitive_held_out,p_only,466,0,0,1,0,0.0,9.2,9.2,medium,0.411,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.411,0.411,0.704,0.289344,2,0.7,1,0.704,11.3,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.4110, verify=False"
revision_depheld_p_only_s467,dep_sensitive_held_out,p_only,467,0,0,1,0,0.0,5.6,5.6,medium,0.549,3.5999999999999996,5.6,9.2,partially_reversible,strong,direct,risky_patch,0.549,0.549,1.0,0.549,12,0.4,1,1.0,15.0,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.5490, verify=False"
revision_depheld_p_only_s468,dep_sensitive_held_out,p_only,468,0,0,1,0,0.0,9.2,9.2,low,0.324,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.324,0.324,0.688,0.222912,4,0.4,1,0.688,11.1,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.3240, verify=False"
revision_depheld_p_only_s469,dep_sensitive_held_out,p_only,469,0,0,0,1,0.0,-25.8,-25.8,low,0.233,35.0,-25.8,9.2,partially_reversible,strong,direct,risky_patch,0.233,0.233,1.0,0.233,6,1.0,1,1.0,15.0,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.2330, verify=False"
revision_depheld_p_only_s470,dep_sensitive_held_out,p_only,470,0,0,1,0,0.0,9.2,9.2,medium,0.583,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.583,0.583,1.0,0.583,9,0.7,1,1.0,15.0,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.5830, verify=False"
revision_depheld_p_only_s471,dep_sensitive_held_out,p_only,471,0,0,1,0,0.0,9.2,9.2,medium,0.542,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.542,0.542,0.72,0.39024000000000003,4,1.0,0,0.72,11.5,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.5420, verify=False"
revision_depheld_p_only_s472,dep_sensitive_held_out,p_only,472,0,0,0,1,0.0,-23.6,-23.6,low,0.33,32.8,-23.6,9.2,partially_reversible,strong,direct,risky_patch,0.33,0.33,0.824,0.27192,12,0.2,0,0.824,12.8,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.3300, verify=False"
revision_depheld_p_only_s473,dep_sensitive_held_out,p_only,473,0,0,0,1,0.0,-22.1,-22.1,low,0.065,31.3,-22.1,9.2,partially_reversible,strong,direct,risky_patch,0.065,0.065,0.704,0.04576,6,0.7,0,0.704,11.3,dependency_structural_heldout,0.6,0.45,0.5,"Ablation p_only: p >= 0.6000. p=0.0650, verify=False"
