episode_id,case,policy,seed,verify_used,corrected,success,irreversible_failure,verification_cost,net_reward,realized_reward,public_risk_label,public_risk_score,branch_harm_exact,reward_wrong_continuation,reward_corrected_continuation,reversibility,coupling_strength,mode,final_action,policy_score,p_score,harm_score,p_times_H_score,downstream_dependency_count,rollback_difficulty,persistent_state_risk,estimated_harm_score,downstream_failure_penalty,harm_profile,uncertainty_threshold,harm_threshold,random_verify_prob,notes
revision_table6_qsens_q0p20_unc_s194_unverified,dependency_sensitive,uncertainty_only_matched_budget,194,0,0,1,0,0.0,9.2,9.2,medium,0.457,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.457,0.457,0.7125,0.3256125,5,0.75,0,0.7125,10.55,dependency_structural,0.463,0.28204125,0.5,revision q sensitivity exact top-B tie-break replacement: uncertainty rank 151 excluded
