episode_id,case,policy,seed,verify_used,corrected,success,irreversible_failure,verification_cost,net_reward,realized_reward,public_risk_label,public_risk_score,branch_harm_exact,reward_wrong_continuation,reward_corrected_continuation,reversibility,coupling_strength,mode,final_action,policy_score,p_score,harm_score,p_times_H_score,downstream_dependency_count,rollback_difficulty,persistent_state_risk,estimated_harm_score,downstream_failure_penalty,harm_profile,uncertainty_threshold,harm_threshold,random_verify_prob,notes
revision_table5_ablation_dep300_dep_s32_p_only,dependency_sensitive,p_only,32,0,0,0,1,0.0,-21.35,-21.35,low,0.356,30.55,-21.35,9.2,partially_reversible,strong,direct,risky_patch,0.356,0.356,0.7125,0.25365,5,0.75,0,0.7125,10.55,dependency_structural,0.457,0.28204125,0.5,"Ablation p_only: p >= 0.4570. p=0.3560, verify=False"
revision_table5_ablation_dep300_dep_s32_H_only,dependency_sensitive,H_only,32,1,1,1,0,0.5,9.2,9.2,low,0.356,30.55,-21.35,9.2,partially_reversible,strong,verify_then_decide,safe_edit,0.7125,0.356,0.7125,0.25365,5,0.75,0,0.7125,10.55,dependency_structural,0.457,0.28204125,0.5,"Ablation H_only: H >= 0.2820. H=0.7125, verify=True"
revision_table5_ablation_dep300_dep_s32_pH,dependency_sensitive,p_times_H,32,0,0,0,1,0.0,-21.35,-21.35,low,0.356,30.55,-21.35,9.2,partially_reversible,strong,direct,risky_patch,0.25365,0.356,0.7125,0.25365,5,0.75,0,0.7125,10.55,dependency_structural,0.457,0.28204125,0.5,"Ablation p_times_H: p*H >= 0.2820. score=0.2536, verify=False"
revision_table5_ablation_dep300_dep_s33_p_only,dependency_sensitive,p_only,33,1,0,1,0,0.5,9.2,9.2,medium,0.62,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,0.62,0.62,0.7725,0.47895,3,0.75,1,0.7725,11.27,dependency_structural,0.457,0.28204125,0.5,"Ablation p_only: p >= 0.4570. p=0.6200, verify=True"
revision_table5_ablation_dep300_dep_s33_H_only,dependency_sensitive,H_only,33,1,0,1,0,0.5,9.2,9.2,medium,0.62,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,0.7725,0.62,0.7725,0.47895,3,0.75,1,0.7725,11.27,dependency_structural,0.457,0.28204125,0.5,"Ablation H_only: H >= 0.2820. H=0.7725, verify=True"
revision_table5_ablation_dep300_dep_s33_pH,dependency_sensitive,p_times_H,33,1,0,1,0,0.5,9.2,9.2,medium,0.62,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,0.47895,0.62,0.7725,0.47895,3,0.75,1,0.7725,11.27,dependency_structural,0.457,0.28204125,0.5,"Ablation p_times_H: p*H >= 0.2820. score=0.4789, verify=True"
revision_table5_ablation_dep300_dep_s34_p_only,dependency_sensitive,p_only,34,1,1,1,0,0.5,9.2,9.2,high,0.714,31.48,-22.28,9.2,partially_reversible,strong,verify_then_decide,safe_edit,0.714,0.714,0.79,0.56406,2,1.0,1,0.79,11.48,dependency_structural,0.457,0.28204125,0.5,"Ablation p_only: p >= 0.4570. p=0.7140, verify=True"
revision_table5_ablation_dep300_dep_s34_H_only,dependency_sensitive,H_only,34,1,1,1,0,0.5,9.2,9.2,high,0.714,31.48,-22.28,9.2,partially_reversible,strong,verify_then_decide,safe_edit,0.79,0.714,0.79,0.56406,2,1.0,1,0.79,11.48,dependency_structural,0.457,0.28204125,0.5,"Ablation H_only: H >= 0.2820. H=0.7900, verify=True"
revision_table5_ablation_dep300_dep_s34_pH,dependency_sensitive,p_times_H,34,1,1,1,0,0.5,9.2,9.2,high,0.714,31.48,-22.28,9.2,partially_reversible,strong,verify_then_decide,safe_edit,0.56406,0.714,0.79,0.56406,2,1.0,1,0.79,11.48,dependency_structural,0.457,0.28204125,0.5,"Ablation p_times_H: p*H >= 0.2820. score=0.5641, verify=True"
revision_table5_ablation_dep300_dep_s35_p_only,dependency_sensitive,p_only,35,0,0,0,1,0.0,-22.4,-22.4,medium,0.422,31.599999999999998,-22.4,9.2,partially_reversible,strong,direct,risky_patch,0.422,0.422,0.8,0.3376,5,1.0,0,0.8,11.6,dependency_structural,0.457,0.28204125,0.5,"Ablation p_only: p >= 0.4570. p=0.4220, verify=False"
